NF;Status;Cliente;CNPJ;Cidade;UF;RC;Coordenador;Transportadora;Analista;Data_Faturamento;Data_Agendada;SLA_Dias;Tempo_Parado_Dias;Observacoes
749863;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0046;Ricardo;Tegma;Amanda;12/03/2026;26/03/2026;14;1;Registro fictício para testes
102303;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0023;Ricardo;Tegma;Gabriel;27/02/2026;04/03/2026;5;8;Registro fictício para testes
148001;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0032;Marcos;Patrus;Pedro;22/02/2026;25/02/2026;3;4;Registro fictício para testes
226611;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0014;Ana;Braspress;Bruno;27/04/2026;02/05/2026;5;1;Registro fictício para testes
978146;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0050;Ana;Patrus;Gabriel;17/05/2026;29/05/2026;12;8;Registro fictício para testes
656127;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0036;Ana;Rodonaves;Amanda;20/03/2026;22/03/2026;2;8;Registro fictício para testes
282085;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0007;Ana;Rodonaves;Gabriel;23/02/2026;06/03/2026;11;5;Registro fictício para testes
738576;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0018;Ana;Tegma;Bruno;03/04/2026;11/04/2026;8;7;Registro fictício para testes
731792;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0020;Ricardo;Rodonaves;Bruno;05/05/2026;13/05/2026;8;8;Registro fictício para testes
754487;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0044;Ana;Braspress;Fernanda;27/04/2026;02/05/2026;5;8;Registro fictício para testes
438041;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0049;Ana;Rodonaves;Amanda;23/02/2026;07/03/2026;12;9;Registro fictício para testes
537757;Crítica;Obramax;45.991.011/0001-44;São Paulo;SP;RC0019;Ana;JSL;Gabriel;26/02/2026;11/03/2026;13;1;Registro fictício para testes
155642;Faturada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0013;Ana;Braspress;Bruno;04/04/2026;08/04/2026;4;10;Registro fictício para testes
165046;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0014;Ricardo;JSL;Bruno;04/05/2026;19/05/2026;15;7;Registro fictício para testes
808340;Crítica;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0015;Ricardo;Rodonaves;Amanda;05/03/2026;20/03/2026;15;3;Registro fictício para testes
826596;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0025;Ana;Patrus;Bruno;22/02/2026;28/02/2026;6;8;Registro fictício para testes
363550;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0040;Ana;Braspress;Bruno;21/05/2026;03/06/2026;13;9;Registro fictício para testes
913848;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0019;Ana;Braspress;Pedro;06/03/2026;11/03/2026;5;2;Registro fictício para testes
495521;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0028;Ana;Rodonaves;Bruno;18/03/2026;21/03/2026;3;2;Registro fictício para testes
367403;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0022;Ana;Braspress;Pedro;09/03/2026;24/03/2026;15;2;Registro fictício para testes
911242;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0032;Ricardo;Rodonaves;Bruno;07/03/2026;09/03/2026;2;1;Registro fictício para testes
292800;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0005;Ricardo;Braspress;Amanda;16/03/2026;21/03/2026;5;8;Registro fictício para testes
466375;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0014;Ricardo;Tegma;Bruno;01/04/2026;04/04/2026;3;5;Registro fictício para testes
748314;Crítica;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0031;Ricardo;JSL;Pedro;25/04/2026;09/05/2026;14;10;Registro fictício para testes
773462;Confirmada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0003;Ricardo;Tegma;Amanda;26/03/2026;31/03/2026;5;1;Registro fictício para testes
859143;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0002;Ricardo;Tegma;Gabriel;20/04/2026;30/04/2026;10;8;Registro fictício para testes
410833;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0021;Ricardo;JSL;Pedro;21/03/2026;23/03/2026;2;2;Registro fictício para testes
757386;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0014;Ricardo;Braspress;Amanda;15/03/2026;17/03/2026;2;1;Registro fictício para testes
836879;Reagendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0042;Marcos;Braspress;Pedro;15/03/2026;30/03/2026;15;7;Registro fictício para testes
176806;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0012;Ana;Rodonaves;Pedro;18/05/2026;21/05/2026;3;9;Registro fictício para testes
506881;Atrasada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0041;Ana;Patrus;Bruno;19/04/2026;27/04/2026;8;0;Registro fictício para testes
660814;Faturada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0042;Ricardo;Rodonaves;Pedro;25/02/2026;28/02/2026;3;9;Registro fictício para testes
176115;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0033;Marcos;Tegma;Bruno;22/02/2026;09/03/2026;15;9;Registro fictício para testes
558936;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0026;Ricardo;JSL;Amanda;16/04/2026;30/04/2026;14;2;Registro fictício para testes
883028;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0035;Ana;Braspress;Bruno;24/04/2026;28/04/2026;4;10;Registro fictício para testes
682032;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0008;Marcos;JSL;Gabriel;21/05/2026;31/05/2026;10;9;Registro fictício para testes
189261;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0014;Ricardo;Tegma;Fernanda;15/03/2026;25/03/2026;10;6;Registro fictício para testes
292930;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0040;Ana;Braspress;Pedro;04/05/2026;08/05/2026;4;2;Registro fictício para testes
887524;Crítica;Obramax;45.991.011/0001-44;São Paulo;SP;RC0030;Ricardo;Rodonaves;Pedro;16/05/2026;31/05/2026;15;4;Registro fictício para testes
307007;Atrasada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0022;Ana;Braspress;Fernanda;20/04/2026;23/04/2026;3;1;Registro fictício para testes
302897;Entregue;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0032;Ana;Tegma;Gabriel;04/03/2026;07/03/2026;3;10;Registro fictício para testes
259797;Entregue;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0021;Ana;Braspress;Pedro;23/02/2026;06/03/2026;11;5;Registro fictício para testes
875753;Reagendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0018;Ana;Braspress;Bruno;24/04/2026;07/05/2026;13;7;Registro fictício para testes
912402;Em transporte;Carrefour;45.543.915/0001-81;Barueri;SP;RC0032;Ricardo;JSL;Fernanda;26/03/2026;02/04/2026;7;10;Registro fictício para testes
394247;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0035;Marcos;Tegma;Pedro;12/05/2026;27/05/2026;15;1;Registro fictício para testes
132709;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0050;Ricardo;Braspress;Pedro;19/03/2026;31/03/2026;12;8;Registro fictício para testes
595036;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0024;Ana;Braspress;Gabriel;14/03/2026;24/03/2026;10;4;Registro fictício para testes
635205;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0026;Ana;Rodonaves;Pedro;24/03/2026;03/04/2026;10;10;Registro fictício para testes
273899;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0009;Ana;Braspress;Fernanda;05/03/2026;17/03/2026;12;9;Registro fictício para testes
253300;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0023;Marcos;Braspress;Amanda;27/02/2026;14/03/2026;15;3;Registro fictício para testes
345386;Faturada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0043;Marcos;Rodonaves;Bruno;19/04/2026;26/04/2026;7;6;Registro fictício para testes
141843;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0007;Ricardo;Rodonaves;Bruno;25/03/2026;27/03/2026;2;4;Registro fictício para testes
282294;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0042;Ana;Tegma;Gabriel;14/03/2026;25/03/2026;11;10;Registro fictício para testes
494609;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0034;Ana;Tegma;Bruno;17/03/2026;23/03/2026;6;7;Registro fictício para testes
626214;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0029;Marcos;Braspress;Pedro;06/03/2026;08/03/2026;2;8;Registro fictício para testes
295984;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0024;Ricardo;JSL;Fernanda;25/04/2026;29/04/2026;4;6;Registro fictício para testes
808029;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0031;Marcos;Rodonaves;Fernanda;08/05/2026;17/05/2026;9;10;Registro fictício para testes
145240;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0037;Ricardo;Braspress;Fernanda;20/05/2026;25/05/2026;5;10;Registro fictício para testes
253999;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0011;Ana;Braspress;Gabriel;17/05/2026;28/05/2026;11;6;Registro fictício para testes
119524;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0006;Marcos;Patrus;Gabriel;11/03/2026;23/03/2026;12;7;Registro fictício para testes
970699;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0039;Marcos;Rodonaves;Fernanda;01/05/2026;06/05/2026;5;9;Registro fictício para testes
859364;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0030;Ricardo;Rodonaves;Pedro;19/04/2026;23/04/2026;4;3;Registro fictício para testes
213844;Faturada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0013;Ricardo;Rodonaves;Amanda;03/04/2026;07/04/2026;4;2;Registro fictício para testes
598985;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0035;Ricardo;JSL;Pedro;10/05/2026;14/05/2026;4;7;Registro fictício para testes
967719;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0050;Ricardo;Patrus;Gabriel;06/03/2026;16/03/2026;10;6;Registro fictício para testes
655552;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0015;Ana;Patrus;Bruno;17/05/2026;30/05/2026;13;9;Registro fictício para testes
240386;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0031;Marcos;JSL;Bruno;10/05/2026;18/05/2026;8;9;Registro fictício para testes
298202;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0046;Ricardo;JSL;Gabriel;31/03/2026;06/04/2026;6;8;Registro fictício para testes
493247;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0045;Ana;Patrus;Bruno;17/03/2026;19/03/2026;2;1;Registro fictício para testes
713805;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0017;Ricardo;Patrus;Gabriel;29/03/2026;10/04/2026;12;5;Registro fictício para testes
516760;Confirmada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0027;Ricardo;Rodonaves;Amanda;17/04/2026;29/04/2026;12;2;Registro fictício para testes
607259;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0020;Ricardo;Tegma;Amanda;12/03/2026;22/03/2026;10;2;Registro fictício para testes
921149;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0007;Marcos;Rodonaves;Amanda;23/04/2026;02/05/2026;9;5;Registro fictício para testes
817817;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0011;Ana;JSL;Pedro;05/03/2026;18/03/2026;13;2;Registro fictício para testes
192422;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0017;Marcos;Tegma;Pedro;07/03/2026;15/03/2026;8;9;Registro fictício para testes
743789;Crítica;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0019;Ricardo;Rodonaves;Pedro;03/04/2026;11/04/2026;8;2;Registro fictício para testes
311505;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0019;Marcos;JSL;Gabriel;27/03/2026;29/03/2026;2;8;Registro fictício para testes
745073;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0044;Marcos;Tegma;Fernanda;22/02/2026;27/02/2026;5;10;Registro fictício para testes
389340;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0023;Ricardo;Patrus;Amanda;02/05/2026;05/05/2026;3;9;Registro fictício para testes
872722;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0006;Ricardo;Tegma;Gabriel;17/03/2026;19/03/2026;2;9;Registro fictício para testes
389939;Confirmada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0039;Marcos;Patrus;Amanda;08/04/2026;23/04/2026;15;9;Registro fictício para testes
526911;Crítica;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0007;Ricardo;JSL;Gabriel;19/04/2026;23/04/2026;4;4;Registro fictício para testes
638220;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0035;Ricardo;Tegma;Amanda;08/05/2026;22/05/2026;14;6;Registro fictício para testes
355090;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0050;Ana;Patrus;Gabriel;22/03/2026;05/04/2026;14;0;Registro fictício para testes
170835;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0041;Marcos;Braspress;Bruno;08/05/2026;14/05/2026;6;6;Registro fictício para testes
110195;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0016;Ana;JSL;Amanda;17/03/2026;27/03/2026;10;10;Registro fictício para testes
287155;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0021;Ana;Braspress;Gabriel;13/05/2026;23/05/2026;10;4;Registro fictício para testes
623238;Confirmada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0016;Ricardo;Braspress;Bruno;24/02/2026;01/03/2026;5;3;Registro fictício para testes
361824;Entregue;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0010;Marcos;JSL;Pedro;27/04/2026;12/05/2026;15;10;Registro fictício para testes
901368;Crítica;Carrefour;45.543.915/0001-81;Barueri;SP;RC0003;Ana;Tegma;Gabriel;05/03/2026;07/03/2026;2;5;Registro fictício para testes
388078;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0012;Ricardo;Tegma;Amanda;10/03/2026;25/03/2026;15;3;Registro fictício para testes
651273;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0031;Ricardo;JSL;Gabriel;06/05/2026;08/05/2026;2;5;Registro fictício para testes
283291;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0008;Ricardo;Rodonaves;Amanda;24/02/2026;10/03/2026;14;5;Registro fictício para testes
320989;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0038;Marcos;Tegma;Bruno;21/05/2026;02/06/2026;12;9;Registro fictício para testes
375617;Confirmada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0018;Ana;Rodonaves;Bruno;29/04/2026;09/05/2026;10;5;Registro fictício para testes
320759;Reagendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0045;Ana;Tegma;Amanda;20/03/2026;28/03/2026;8;4;Registro fictício para testes
237509;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0007;Ricardo;Tegma;Fernanda;29/04/2026;10/05/2026;11;8;Registro fictício para testes
252928;Agendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0031;Marcos;Braspress;Amanda;04/04/2026;09/04/2026;5;7;Registro fictício para testes
659921;Entregue;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0032;Ana;Tegma;Gabriel;03/03/2026;13/03/2026;10;9;Registro fictício para testes
824087;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0004;Marcos;Tegma;Amanda;02/04/2026;05/04/2026;3;10;Registro fictício para testes
450912;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0024;Ana;Rodonaves;Gabriel;26/03/2026;08/04/2026;13;4;Registro fictício para testes
227126;Entregue;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0044;Ricardo;Braspress;Gabriel;20/05/2026;28/05/2026;8;9;Registro fictício para testes
398433;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0021;Ricardo;Rodonaves;Amanda;30/04/2026;14/05/2026;14;7;Registro fictício para testes
400441;Atrasada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0041;Marcos;Braspress;Bruno;04/04/2026;15/04/2026;11;6;Registro fictício para testes
990136;Aguardando cliente;Obramax;45.991.011/0001-44;São Paulo;SP;RC0006;Marcos;Tegma;Fernanda;10/03/2026;18/03/2026;8;5;Registro fictício para testes
844943;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0039;Ricardo;Patrus;Bruno;28/02/2026;06/03/2026;6;7;Registro fictício para testes
572161;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0011;Marcos;JSL;Fernanda;08/03/2026;18/03/2026;10;3;Registro fictício para testes
183953;Confirmada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0011;Ana;JSL;Pedro;22/02/2026;07/03/2026;13;1;Registro fictício para testes
127645;Reagendada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0034;Marcos;JSL;Bruno;13/03/2026;15/03/2026;2;9;Registro fictício para testes
508783;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0015;Marcos;Tegma;Amanda;12/05/2026;24/05/2026;12;10;Registro fictício para testes
979249;Agendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0002;Marcos;Tegma;Bruno;06/05/2026;16/05/2026;10;7;Registro fictício para testes
675191;Atrasada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0009;Ricardo;Rodonaves;Fernanda;14/03/2026;20/03/2026;6;9;Registro fictício para testes
885290;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0034;Ricardo;Rodonaves;Bruno;25/03/2026;06/04/2026;12;5;Registro fictício para testes
943797;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0029;Ana;Tegma;Amanda;14/03/2026;19/03/2026;5;4;Registro fictício para testes
100096;Crítica;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0049;Marcos;Tegma;Bruno;14/04/2026;16/04/2026;2;7;Registro fictício para testes
615827;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0020;Marcos;Patrus;Bruno;21/05/2026;03/06/2026;13;9;Registro fictício para testes
491794;Confirmada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0027;Ricardo;Patrus;Amanda;22/05/2026;01/06/2026;10;3;Registro fictício para testes
968668;Reagendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0015;Ana;JSL;Amanda;01/03/2026;09/03/2026;8;10;Registro fictício para testes
938817;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0019;Ricardo;Rodonaves;Bruno;17/03/2026;31/03/2026;14;6;Registro fictício para testes
243260;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0008;Ricardo;Patrus;Gabriel;14/05/2026;18/05/2026;4;7;Registro fictício para testes
615895;Confirmada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0021;Marcos;Braspress;Pedro;22/02/2026;05/03/2026;11;8;Registro fictício para testes
395818;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0009;Ricardo;Patrus;Pedro;29/04/2026;02/05/2026;3;3;Registro fictício para testes
617555;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0022;Ana;Tegma;Amanda;03/05/2026;05/05/2026;2;5;Registro fictício para testes
133278;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0006;Marcos;JSL;Bruno;22/02/2026;08/03/2026;14;6;Registro fictício para testes
290425;Confirmada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0017;Ana;JSL;Pedro;14/03/2026;23/03/2026;9;3;Registro fictício para testes
873449;Faturada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0013;Ana;JSL;Gabriel;27/03/2026;01/04/2026;5;10;Registro fictício para testes
814544;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0021;Marcos;JSL;Gabriel;23/03/2026;31/03/2026;8;8;Registro fictício para testes
769536;Em transporte;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0013;Ana;JSL;Fernanda;20/04/2026;29/04/2026;9;1;Registro fictício para testes
440277;Faturada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0011;Ana;Rodonaves;Pedro;02/03/2026;10/03/2026;8;6;Registro fictício para testes
709303;Atrasada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0045;Ricardo;Braspress;Bruno;21/05/2026;23/05/2026;2;1;Registro fictício para testes
195841;Entregue;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0049;Ricardo;JSL;Pedro;02/05/2026;11/05/2026;9;5;Registro fictício para testes
929912;Aguardando cliente;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0009;Ana;Braspress;Bruno;22/02/2026;04/03/2026;10;8;Registro fictício para testes
302338;Faturada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0045;Ana;Tegma;Fernanda;27/03/2026;09/04/2026;13;4;Registro fictício para testes
558752;Crítica;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0019;Ricardo;Patrus;Fernanda;21/03/2026;03/04/2026;13;9;Registro fictício para testes
439403;Atrasada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0018;Ricardo;Rodonaves;Fernanda;14/03/2026;21/03/2026;7;1;Registro fictício para testes
410035;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0035;Ana;Patrus;Pedro;03/05/2026;12/05/2026;9;10;Registro fictício para testes
294546;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0040;Ana;Rodonaves;Fernanda;04/04/2026;17/04/2026;13;5;Registro fictício para testes
958835;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0013;Ricardo;Patrus;Gabriel;27/02/2026;09/03/2026;10;2;Registro fictício para testes
529711;Entregue;Obramax;45.991.011/0001-44;São Paulo;SP;RC0008;Marcos;Rodonaves;Pedro;16/04/2026;23/04/2026;7;0;Registro fictício para testes
132792;Confirmada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0007;Ana;Braspress;Pedro;30/04/2026;15/05/2026;15;0;Registro fictício para testes
507475;Atrasada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0034;Ricardo;Rodonaves;Bruno;01/03/2026;16/03/2026;15;0;Registro fictício para testes
852715;Aguardando cliente;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0001;Marcos;Patrus;Pedro;24/04/2026;05/05/2026;11;7;Registro fictício para testes
879592;Reagendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0024;Ricardo;JSL;Gabriel;06/04/2026;16/04/2026;10;4;Registro fictício para testes
173807;Em transporte;Obramax;45.991.011/0001-44;São Paulo;SP;RC0005;Marcos;Rodonaves;Pedro;17/05/2026;30/05/2026;13;1;Registro fictício para testes
298663;Confirmada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0034;Ricardo;Braspress;Gabriel;15/03/2026;23/03/2026;8;10;Registro fictício para testes
685253;Reagendada;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0048;Marcos;Rodonaves;Bruno;12/03/2026;25/03/2026;13;10;Registro fictício para testes
547820;Aguardando cliente;Carrefour;45.543.915/0001-81;Barueri;SP;RC0011;Marcos;Rodonaves;Amanda;22/02/2026;06/03/2026;12;8;Registro fictício para testes
659835;Atrasada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0023;Ana;Rodonaves;Bruno;27/02/2026;03/03/2026;4;5;Registro fictício para testes
966286;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0039;Marcos;Rodonaves;Gabriel;02/03/2026;10/03/2026;8;3;Registro fictício para testes
366431;Entregue;Carrefour;45.543.915/0001-81;Barueri;SP;RC0029;Ana;Patrus;Pedro;13/03/2026;26/03/2026;13;0;Registro fictício para testes
642752;Agendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0020;Marcos;Tegma;Fernanda;07/03/2026;09/03/2026;2;3;Registro fictício para testes
961866;Em transporte;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0036;Ricardo;Rodonaves;Gabriel;20/05/2026;03/06/2026;14;9;Registro fictício para testes
582732;Entregue;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0010;Marcos;Tegma;Bruno;10/05/2026;12/05/2026;2;9;Registro fictício para testes
950472;Em transporte;Leroy Merlin;04.722.690/0001-15;Barueri;SP;RC0006;Ricardo;Patrus;Gabriel;23/04/2026;29/04/2026;6;3;Registro fictício para testes
605972;Agendada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0032;Ricardo;Rodonaves;Pedro;11/04/2026;25/04/2026;14;9;Registro fictício para testes
947607;Reagendada;Assaí Atacadista;06.057.223/0001-71;São Paulo;SP;RC0006;Marcos;Tegma;Bruno;18/05/2026;31/05/2026;13;6;Registro fictício para testes
907812;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0048;Ricardo;Rodonaves;Pedro;07/05/2026;22/05/2026;15;10;Registro fictício para testes
649855;Faturada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0021;Ricardo;Rodonaves;Fernanda;16/05/2026;22/05/2026;6;5;Registro fictício para testes
260639;Faturada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0044;Ricardo;Patrus;Amanda;22/02/2026;27/02/2026;5;9;Registro fictício para testes
332873;Reagendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0019;Ana;Braspress;Fernanda;19/03/2026;22/03/2026;3;5;Registro fictício para testes
881519;Faturada;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0036;Ana;Tegma;Pedro;23/03/2026;03/04/2026;11;6;Registro fictício para testes
831770;Agendada;Obramax;45.991.011/0001-44;São Paulo;SP;RC0049;Marcos;Patrus;Gabriel;28/03/2026;11/04/2026;14;3;Registro fictício para testes
699083;Confirmada;Carrefour;45.543.915/0001-81;Barueri;SP;RC0036;Ricardo;Rodonaves;Fernanda;02/04/2026;14/04/2026;12;3;Registro fictício para testes
550956;Entregue;Telhanorte;60.597.786/0001-15;São Paulo;SP;RC0044;Ricardo;JSL;Pedro;18/04/2026;02/05/2026;14;10;Registro fictício para testes
